index,wine_name,wine_country,wine_region,wine_winery,wine_type,wine_grape,wine_image,body,texture,sweetness,acidity,flavor1,flavor2,flavor3
499,Pessac-Léognan 2016,France,Pessac-Léognan,Château Larrivet Haut-Brion,Red wine,Blend,https://images.vivino.com/thumbs/DH6BpGVUQumwdIXVp-clZA_pb_x600.png,80.3449,80.855,16.26272,79.8253,oaky,earthy,black fruit
500,Twin Oaks Zinfandel 2004,United States,California,Robert Mondavi Winery,Red wine,Zinfandel,https://images.vivino.com/thumbs/GF2A8SeZTrOoqg1kGy-HSQ_pb_x600.png,92.5,35.6312,42.8434,20.8769,oaky,red fruit,black fruit
501,Estate Malbec 2013,Argentina,Mendoza,Gauchezco,Red wine,Malbec,https://images.vivino.com/thumbs/NwoQ2n5CTZanxoeTZvVIqA_pb_x600.png,65.6017,33.8156,29.5122,49.4404,black fruit,oaky,earthy
502,Cabernet Sauvignon 2013,Argentina,Mendoza,Rutini,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/NqtMRGmmQv2bosBDKuRIOg_pb_x600.png,71.3058,58.4424,21.685000000000002,47.45,oaky,black fruit,earthy
503,Cabernet Sauvignon 2005,Australia,Barossa Valley,Kaesler,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/wElf3RL7RQKVKB8a-XLynw_pb_x600.png,75.6892,62.3054,17.38315,60.2403,black fruit,oaky,spices
504,Pomerol 1990,France,Pomerol,Château Pétrus,Red wine,Blend,https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x600.png,78.1629,61.1454,24.2894,59.3465,oaky,earthy,black fruit
505,Cabernet Sauvignon 2002,South Africa,Paarl,Nederburg,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/163P1UEhS9iKaSPE6zZF1A_pb_x600.png,76.7248,51.7744,19.0394,58.6212,oaky,black fruit,earthy
506,Pinot Noir 2023,New Zealand,Central Otago,Two Paddocks,Red wine,Pinot Noir,https://images.vivino.com/thumbs/GkhsYwEEQMicNP6dT4r90g_pb_x600.png,30.3373,32.365700000000004,13.56284,71.596,red fruit,earthy,oaky
507,Pessac-Léognan (Grand Cru Classé de Graves) 2006,France,Pessac-Léognan,Domaine de Chevalier,Red wine,Blend,https://images.vivino.com/thumbs/O4e2DlxNTieRru7u1ymtVw_pb_x600.png,78.7775,81.6099,15.60954,81.5673,oaky,black fruit,earthy
508,Pauillac (Grand Cru Classé) 1996,France,Pauillac,Château Pontet-Canet,Red wine,Blend,https://images.vivino.com/thumbs/zoXYIDxFQzmf8fFpkNNUJQ_pb_x600.png,80.4144,80.5725,16.892409999999998,79.8507,black fruit,oaky,earthy
509,Querciolaia Maremma Toscana Alicante 2002,Italy,Maremma Toscana,Mantellassi,Red wine,Alicante Bouschet,https://images.vivino.com/thumbs/082PYl6mQw2GBG0uLTaZcQ_pb_x600.png,58.3472,51.6039,12.61507,54.7066,oaky,earthy,black fruit
510,Cabernet Sauvignon 2003,United States,Columbia Valley,Hogue,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/ndZXV54LT5S-6NHi0Ftgug_pb_x600.png,72.1066,67.9807,9.4185,73.1434,black fruit,oaky,red fruit
511,Rioja Reserva 2013,Spain,Rioja,Viña Real,Red wine,Blend,https://images.vivino.com/thumbs/1v6oZtT_S1iSbA_odH47dA_pb_x600.png,69.1935,67.8781,17.25968,68.78739999999999,oaky,red fruit,earthy
512,Tenuta Valleselle Introl della Torre Merlot 2006,Italy,Veneto,Tinazzi,Red wine,Merlot,https://images.vivino.com/thumbs/5AHrsIsHQA2Z-i-lR3MmAg_pb_x600.png,67.6323,46.9139,25.2567,31.9872,oaky,black fruit,earthy
513,Pauillac (Grand Cru Classé) 1990,France,Pauillac,Château Pichon Baron,Red wine,Blend,https://images.vivino.com/thumbs/-VCSqTjKRqSTHfQDPvG3PA_pb_x600.png,79.4169,80.3424,17.38719,79.6266,oaky,black fruit,earthy
514,Château Margaux (Premier Grand Cru Classé) 1985,France,Margaux,Château Margaux,Red wine,Blend,https://images.vivino.com/thumbs/DygMHm5zSi2qXX6I0Hk90A_pb_x600.png,66.8281,70.55369999999999,15.21222,79.0102,earthy,oaky,black fruit
515,Clos de la Vieille Eglise Pomerol 2004,France,Pomerol,Jean-Louis Trocard,Red wine,Blend,https://images.vivino.com/thumbs/HcUPbwr0SfSo300MB6cXug_pb_x600.png,80.5994,63.2727,16.82481,57.4339,black fruit,oaky,earthy
516,Clos de la Vieille Eglise Pomerol 2002,France,Pomerol,Jean-Louis Trocard,Red wine,Blend,https://images.vivino.com/thumbs/HcUPbwr0SfSo300MB6cXug_pb_x600.png,80.5994,63.2727,16.82481,57.4339,black fruit,oaky,earthy
517,Sul Vulcano Etna Rosso 2016,Italy,Etna,Donnafugata,Red wine,Nerello Mascalese,https://images.vivino.com/thumbs/q76Vt_ZASBuSSGzcQkpKxg_pb_x600.png,71.6099,51.3681,24.4507,53.8454,red fruit,earthy,oaky
518,Petite Sirah (Founder's) 2003,United States,San Francisco Bay,Concannon,Red wine,Petite Sirah,https://images.vivino.com/thumbs/He-Yspn-RCCpqeMc12dpBw_pb_x600.png,85.4543,80.7783,14.63011,61.8929,black fruit,oaky,red fruit
519,Talò Primitivo di Manduria 2021,Italy,Primitivo di Manduria,San Marzano,Red wine,Primitivo,https://images.vivino.com/thumbs/TBjQ1SOeTpKl-KUE24wlcA_pb_x600.png,74.387,32.5522,49.8436,22.849,oaky,black fruit,red fruit
520,Reserva Privada Syrah 2009,Chile,Maule Valley,Aromo,Red wine,Shiraz/Syrah,https://images.vivino.com/thumbs/3z1Dbfn6TSOo73yne6XHPA_pb_x600.png,82.2687,46.0785,16.63112,39.077799999999996,black fruit,oaky,spices
521,Rosso di Montepulciano 2020,Italy,Rosso di Montepulciano,Poliziano,Red wine,Sangiovese,https://images.vivino.com/thumbs/ajwfoXnBQ2WztKF6GgIjnQ_pb_x600.png,53.6513,50.6323,12.111270000000001,55.9009,red fruit,oaky,earthy
522,Riva Ranch Pinot Noir 2014,United States,Arroyo Seco,Wente Vineyards,Red wine,Pinot Noir,https://images.vivino.com/thumbs/0jkQEkP-QW6Fr6uRfopMXQ_pb_x600.png,51.6931,28.7007,16.052300000000002,61.0708,red fruit,oaky,earthy
523,Grumello Valtellina Superiore 2001,Italy,Valtellina Superiore,Aldo Rainoldi,Red wine,Nebbiolo,https://images.vivino.com/thumbs/AlLNU8ZZS7ia4y1NbDLUDQ_pb_x600.png,62.3056,60.6955,13.656189999999999,53.3143,earthy,oaky,red fruit
524,Aroha Te Muna Road Vineyard Pinot Noir 2022,New Zealand,Martinborough,Craggy Range,Red wine,Pinot Noir,https://images.vivino.com/thumbs/nUm5OHUpQxudWs1iBELX-g_pb_x600.png,35.6963,33.65,22.952199999999998,70.1996,red fruit,earthy,oaky
525,Pessac-Léognan (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Château Pape Clément,Red wine,Blend,https://images.vivino.com/thumbs/c1SE-xBESFirhNw96jwuxw_pb_x600.png,79.894,80.5877,17.26559,80.1146,oaky,earthy,black fruit
526,Rosso Toscano 2011,Italy,Toscana,Lornano,Red wine,Blend,https://images.vivino.com/thumbs/szbHCalmTzOiGov2yqPGZg_pb_x600.png,50.2049,40.9377,17.02553,51.1665,red fruit,oaky,black fruit
527,Réserve Merlot - Cabernet Sauvignon Bordeaux 2015,France,Bordeaux,Calvet,Red wine,Blend,https://images.vivino.com/thumbs/XLfNHQXsRz-NZHJKYQlG5Q_pb_x600.png,70.929,61.2902,9.3173,69.0855,oaky,black fruit,red fruit
528,Aziano Chianti Classico 2014,Italy,Chianti Classico,Ruffino,Red wine,Sangiovese,https://images.vivino.com/thumbs/q-1y73OBQJCeTiGxkjnnfg_pb_x600.png,50.8304,62.7124,9.49581,72.9023,oaky,red fruit,black fruit
529,Aliwen Reserva Cabernet Sauvignon - Carmenère 2014,Chile,Rapel Valley,Undurraga,Red wine,Blend,https://images.vivino.com/thumbs/qqIaOpRvQIyxcqvgwSlIOw_pb_x600.png,87.8088,63.4061,21.524,51.1698,oaky,red fruit,black fruit
530,Bin No 0 Shiraz 2003,Australia,Great Western,Best's,Red wine,Shiraz/Syrah,https://images.vivino.com/thumbs/mCbJfQj8RfahmurbAGjTBA_pb_x600.png,88.8042,51.5183,20.8834,50.3511,oaky,black fruit,earthy
531,Cabernet Sauvignon 2010,Australia,Coonawarra,St Hugo,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/YQeBvKSJSFuJHW8D6l2Jvw_pb_x600.png,75.2787,60.6998,15.19221,59.5608,black fruit,oaky,spices
532,Malleolus 2010,Spain,Ribera del Duero,Emilio Moro,Red wine,Tempranillo,https://images.vivino.com/thumbs/acyKDNYCQ4CsXVyQBWafaA_pb_x600.png,73.3395,62.5957,20.8632,66.80850000000001,oaky,black fruit,earthy
533,Barolo Sorano 2003,Italy,Barolo,Ascheri,Red wine,Nebbiolo,https://images.vivino.com/thumbs/ke2CGP2gR4a_UPOn0o3BtA_pb_x600.png,68.32730000000001,83.0935,11.0006,92.0385,earthy,oaky,red fruit
534,Châteauneuf-du-Pape 2007,France,Châteauneuf-du-Pape,Clos des Papes (Paul Avril),Red wine,Grenache,https://images.vivino.com/thumbs/bJFGrX_RQum75x3mGcoUgg_pb_x600.png,89.3198,46.8352,21.5658,51.7995,black fruit,red fruit,oaky
535,Cos d'Estournel 2010,France,Saint-Estèphe,Cos d'Estournel,Red wine,Blend,https://images.vivino.com/thumbs/8EzYHdeCTTu12XZ-_bWAmw_pb_x600.png,79.8297,80.6315,16.69941,79.8744,oaky,earthy,black fruit
536,Rouge 2004,France,Bordeaux,Beau-Rivage,Red wine,Blend,https://images.vivino.com/thumbs/f129HWLVS1exsLZx5iN7cg_pb_x600.png,62.9103,59.8792,12.091560000000001,74.3336,red fruit,oaky,black fruit
537,Rouge 2005,France,Bordeaux,Beau-Rivage,Red wine,Blend,https://images.vivino.com/thumbs/f129HWLVS1exsLZx5iN7cg_pb_x600.png,62.9103,59.8792,12.091560000000001,74.3336,red fruit,oaky,black fruit
538,Pessac-Léognan (Premier Grand Cru Classé) 1982,France,Pessac-Léognan,Château Haut-Brion,Red wine,Blend,https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_x600.png,76.9558,80.7098,16.79559,80.4792,earthy,oaky,black fruit
539,Amarone della Valpolicella 2017,Italy,Amarone della Valpolicella,Casa Vinicola Bennati,Red wine,Blend,https://images.vivino.com/thumbs/tiV02HEuQPaNoSRcWA3r2g_pb_x600.png,89.0905,32.1555,54.2075,33.6695,oaky,black fruit,red fruit
540,Cabernet Sauvignon Reserva 2006,Chile,Maule Valley,Hugo Casanova,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/ibqk7DTfTyaMe4e-iRS-mA_pb_x600.png,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
541,B Crux Blend 2011,Argentina,Uco Valley,O. Fournier,Red wine,Blend,https://images.vivino.com/thumbs/j3VeeivcTdeZG11NmrstZA_pb_x600.png,71.7517,48.3323,38.2997,58.9724,oaky,black fruit,earthy
542,Blocks Road Cabernet Sauvignon 2002,Australia,Clare Valley,Kilikanoon,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/Nq53onFWQHqTLMDFtzs2wA_pb_x600.png,75.8802,62.7703,14.126439999999999,60.6762,black fruit,oaky,spices
543,Barrica Selection Gran Reserva Cabernet Sauvignon 2004,Chile,Maipo Valley,Santa Carolina,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/yCTTw8XsT--WCVGhUM3pqQ_pb_x600.png,84.1087,56.8551,10.39131,50.0447,oaky,earthy,black fruit
544,Pomerol 1976,France,Pomerol,Château La Violette,Red wine,Merlot,https://images.vivino.com/thumbs/eE33gOsgSMqHJrLVxrakSw_pb_x600.png,77.6467,64.531,13.419609999999999,58.4306,oaky,black fruit,earthy
545,Pessac-Léognan (Grand Cru Classé de Graves) 2009,France,Pessac-Léognan,Château Latour-Martillac,Red wine,Blend,https://images.vivino.com/thumbs/bPtenEgvRKmiq--Cq9rqYw_pb_x600.png,81.4029,82.4612,17.10763,81.7687,oaky,black fruit,earthy
546,Barolo 2019,Italy,Barolo,Prunotto,Red wine,Arneis,https://images.vivino.com/thumbs/5DB01rLjSA6lIn2AOAQwaQ_pb_x600.png,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
547,Pomerol 1989,France,Pomerol,Château Pétrus,Red wine,Blend,https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x600.png,78.1629,61.1454,24.2894,59.3465,oaky,earthy,black fruit
548,Reliz Creek Pinot Noir 2005,United States,Arroyo Seco,Wente Vineyards,Red wine,Pinot Noir,https://images.vivino.com/thumbs/dRr4GKLMSNq4oXYE-S-tew_pb_x600.png,51.7347,28.4616,10.41207,61.9709,oaky,red fruit,earthy
549,Saint-Julien (Grand Cru Classé) 2000,France,Saint-Julien,Château Beychevelle,Red wine,Blend,https://images.vivino.com/thumbs/8co6iZt_TA2-Qe2guLjoug_pb_x600.png,70.1894,70.7483,14.582889999999999,79.3622,oaky,black fruit,earthy
550,Valpolicella Classico Superiore 2012,Italy,Valpolicella,Zenato,Red wine,Blend,https://images.vivino.com/thumbs/QFwBZ8FzT5qRwJ9X2KS0gA_pb_x600.png,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
551,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2004,France,Saint-Émilion Grand Cru,Château Figeac,Red wine,Blend,https://images.vivino.com/thumbs/HFH3Ek2GR8-b4NyFNRlEYQ_pb_x600.png,77.5047,61.1746,16.30076,59.6976,oaky,earthy,black fruit
552,Clos Apalta 2005,Chile,Apalta Valley,Clos Apalta,Red wine,Blend,https://images.vivino.com/thumbs/4p9kX4l6QkS6ra9x6Br_iQ_pb_x600.png,92.4062,63.523,20.1969,51.818,oaky,black fruit,earthy
553,Bordeaux Supérieur 2004,France,Bordeaux Supérieur,Château de Brague,Red wine,Blend,https://images.vivino.com/thumbs/Qe3DoYQUQMeK3AelkB4a8w_pb_x600.png,71.6041,63.4382,18.6702,69.3036,oaky,black fruit,red fruit
554,Longwood Cabernet Sauvignon 2008,United States,Napa Valley,Beaucanon,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/00zk9gbi872y4_150x200.jpg,92.5,64.6372,9.81115,62.6101,black fruit,oaky,red fruit
555,Valpolicella Classico 2020,Italy,Valpolicella Classico,I Gadi,Red wine,Blend,https://images.vivino.com/thumbs/8yoQTqyFSViQeqwekNvdpA_pb_x600.png,45.2027,40.5847,22.235,60.5407,black fruit,oaky,red fruit
556,Dominus (Christian Moueix) 2014,United States,Napa Valley,Dominus,Red wine,Blend,https://images.vivino.com/thumbs/FvLdztxrRXOZxU1jfVoQKQ_pb_x600.png,90.5359,63.3882,17.18149,70.5864,oaky,black fruit,earthy
557,Alicante Bouschet - Cabernet Sauvignon 2013,Portugal,Lisboa,Brutalis,Red wine,Blend,https://images.vivino.com/thumbs/95n9CGJCSz6xQjSXkKEMog_pb_x600.png,79.8047,56.4271,11.15137,51.3567,oaky,black fruit,earthy
558,Solen 2017,France,Pézenas,Domaine Les Aurelles,Red wine,Blend,https://images.vivino.com/thumbs/BLmO1F5LTjWM83m8fgljeg_pb_x600.png,72.9994,61.9815,19.8416,59.9668,earthy,black fruit,spices
559,Pinot Noir 2022,New Zealand,Central Otago,Quartz Reef,Red wine,Pinot Noir,https://images.vivino.com/thumbs/70TjxVMZSkmr8z-pxTEYCw_pb_x600.png,34.5186,32.0376,18.493499999999997,72.7555,red fruit,oaky,black fruit
560,Solengo 2012,Italy,Toscana,Argiano,Red wine,Blend,https://images.vivino.com/thumbs/oPZ4Py9aT0ibrBP0kEXzSQ_pb_x600.png,63.6063,52.3396,18.0088,52.3034,oaky,black fruit,earthy
561,Cabernet Sauvignon 2003,United States,California,Hawk Crest by SLWC,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/Glwbx0aXR1CXiereDvd2ZQ_pb_x600.png,92.5,58.5782,10.01631,47.8666,oaky,black fruit,red fruit
562,Antica Osteria Rosso 2006,Italy,Marche,Garofoli,Red wine,Blend,https://images.vivino.com/thumbs/8Tdxxr6ER0alHuIE4shvuQ_pb_x600.png,48.353,44.8314,18.9606,48.3596,black fruit,red fruit,oaky
563,Cabernet Sauvignon 2006,Australia,Coonawarra,Punters Corner,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/9XqePp1DQKKC_z7t2iYWoA_pb_x600.png,73.4576,64.5984,12.53968,59.6002,oaky,black fruit,spices
564,Pauillac (Premier Grand Cru Classé) 1981,France,Pauillac,Château Mouton Rothschild,Red wine,Blend,https://images.vivino.com/thumbs/ZZupz-PITSGABIDtQm7aiA_pb_x600.png,76.3609,77.6824,17.924799999999998,77.116,oaky,earthy,black fruit
565,Simbiosi Toscana 2005,Italy,Toscana,Bindi Sergardi,Red wine,Blend,https://images.vivino.com/thumbs/0y3EugxmRNqjAuHBrzhA6g_pb_x600.png,60.7736,51.9095,15.92573,54.4732,black fruit,oaky,red fruit
566,F Negroamaro 2020,Italy,Salento,San Marzano,Red wine,Negroamaro,https://images.vivino.com/thumbs/lyWbLz3KQuKDqkbWq3xWrw_pb_x600.png,92.5,47.5064,46.5385,31.6028,black fruit,oaky,red fruit
567,Saint-Julien (Grand Cru Classé) 2013,France,Saint-Julien,Château Talbot,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/9zhiQv6cR-SfUufc9_CK6w_pb_x600.png,69.9131,69.4897,14.84646,78.5774,oaky,black fruit,earthy
568,Cabernet Sauvignon 2013,Chile,Central Valley,Anderra,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/_YjeScV2TVqkJhaP4r6D4A_pb_x600.png,67.1529,53.3534,20.8241,52.5464,black fruit,oaky,earthy
569,Mantello Sangiovese - Shiraz Toscana 2003,Italy,Toscana,Sensi,Red wine,Blend,https://images.vivino.com/thumbs/NgIk3hqxR6WuI62s4mqtww_pb_x600.png,54.9609,49.1651,13.08989,52.9785,oaky,earthy,black fruit
570,Mount Richmond Pinot Noir 2008,United States,Yamhill-Carlton District,Elk Cove,Red wine,Pinot Noir,https://images.vivino.com/thumbs/D8_bzGDBQo2jj-U8B371ow_pb_x600.png,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
571,Grand Vin de Château Palmer (Grand Cru Classé) 2002,France,Margaux,Chateau Palmer,Red wine,Blend,https://images.vivino.com/thumbs/__WPtj65SDezq2usXsGcQg_pb_x600.png,68.5852,69.7513,17.48693,78.3894,oaky,earthy,black fruit
572,President's Selection Cabernet Sauvignon 2005,Australia,South Australia,Wolf Blass,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/c8NQrVvGQbCfo3hl1ykKhQ_pb_x600.png,74.1378,65.3266,14.04002,62.3953,black fruit,oaky,earthy
573,Merlot Gimblett Gravels Vineyard 2021,New Zealand,Gimblett Gravels,Craggy Range,Red wine,Merlot,https://images.vivino.com/thumbs/LLSZOsgTQPyMFL31WKdIqQ_pb_x600.png,62.9562,42.6601,15.72275,41.2767,black fruit,oaky,earthy
574,Vosne-Romanée Premier Cru 'Les Chaumes' 2018,France,Vosne-Romanée 1er Cru 'Les Chaumes',Domaine Arnoux-Lachaux,Red wine,Pinot Noir,https://images.vivino.com/thumbs/faP4Ai8HS-C2jeAImnU1bQ_pb_x600.png,53.1177,42.4964,21.8881,78.6538,red fruit,earthy,oaky
575,Pomerol 1993,France,Pomerol,Château Plincette,Red wine,Blend,https://images.vivino.com/thumbs/1356782091_7170_150x200.jpg,81.8109,57.3016,11.530470000000001,59.6531,oaky,black fruit,earthy
576,Block 3 Pinot Noir 2023,New Zealand,Central Otago,Felton Road,Red wine,Pinot Noir,https://images.vivino.com/thumbs/6RVT1Jb5QrGa2axNnMriog_pb_x600.png,33.4195,32.5721,20.4082,70.7624,red fruit,oaky,earthy
577,Châteauneuf-du-Pape Vieilles Vignes Rouge 2003,France,Châteauneuf-du-Pape,Tardieu-Laurent,Red wine,Blend,https://images.vivino.com/thumbs/7K17xyOQQSivMQHhtoQncw_pb_x600.png,92.5,48.9559,26.7693,54.6278,oaky,black fruit,spices
578,Chianti 2018,Italy,Chianti,Castello di Querceto,Red wine,Sangiovese,https://images.vivino.com/thumbs/HTVM6NDmQIa2Tsi5C74iIQ_pb_x600.png,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
579,Pinot Nero 2019,Italy,Friuli Grave,Borgo Magredo,Red wine,Tocai Friulano,https://images.vivino.com/thumbs/KOrN_xtnTcmk339Td7zaGg_pb_x600.png,38.831199999999995,32.7091,정보 없음,72.557,red fruit,earthy,oaky
580,Poggio Teo Chianti Classico 2013,Italy,Chianti Classico,Valiano,Red wine,Sangiovese,https://images.vivino.com/thumbs/ufmNwZjmTBC7kkIbRB-_2Q_pb_x600.png,51.0376,63.4141,11.20668,71.5115,red fruit,oaky,black fruit
581,Trumpeter Cabernet Sauvignon 2015,Argentina,Maipu,Rutini,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/XFlfFXW6SYSXyTQy2FD7jQ_pb_x600.png,66.6558,56.7061,26.1979,50.8251,oaky,black fruit,red fruit
582,Blaye - Côtes de Bordeaux 2008,France,Blaye - Côtes de Bordeaux,Château Roland La Garde,Red wine,Blend,https://images.vivino.com/thumbs/3-kCH2zRSleMO8OPDHEUqA_pb_x600.png,73.7975,63.6784,7.86088,72.0403,earthy,oaky,black fruit
583,Grand Vin Pauillac (Premier Grand Cru Classé) 2005,France,Pauillac,Château Latour,Red wine,Petit Verdot,https://images.vivino.com/thumbs/4RHhCzeQTsCeyCScxO0LOw_pb_x600.png,77.9975,78.3069,16.91762,78.1447,oaky,earthy,black fruit
584,Grand Vin de Château Palmer (Grand Cru Classé) 1998,France,Margaux,Chateau Palmer,Red wine,Blend,https://images.vivino.com/thumbs/__WPtj65SDezq2usXsGcQg_pb_x600.png,68.5852,69.7513,17.48693,78.3894,oaky,earthy,black fruit
585,Pomerol 1996,France,Pomerol,Château Pétrus,Red wine,Merlot,https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x600.png,78.1629,61.1454,24.2894,59.3465,oaky,earthy,black fruit
586,Chapelle-Chambertin Grand Cru 1989,France,Chapelle-Chambertin Grand Cru,Domaine Trapet,Red wine,Pinot Noir,https://images.vivino.com/thumbs/Qd3wYX3ZTzCSR_aU9fh-gg_pb_x600.png,46.7245,36.1565,16.50136,77.3667,earthy,red fruit,oaky
587,Castillon - Côtes de Bordeaux 2004,France,Castillon - Côtes de Bordeaux,Clos de la Vieille Eglise,Red wine,Blend,https://images.vivino.com/thumbs/bVJyE0EwQoKE8nLjH934mA_pb_x600.png,70.52080000000001,62.4404,정보 없음,71.8533,oaky,black fruit,earthy
588,Castillon - Côtes de Bordeaux 2003,France,Castillon - Côtes de Bordeaux,Clos de la Vieille Eglise,Red wine,Blend,https://images.vivino.com/thumbs/bVJyE0EwQoKE8nLjH934mA_pb_x600.png,70.52080000000001,62.4404,정보 없음,71.8533,oaky,black fruit,earthy
589,Castillon - Côtes de Bordeaux 2006,France,Castillon - Côtes de Bordeaux,Clos de la Vieille Eglise,Red wine,Blend,https://images.vivino.com/thumbs/bVJyE0EwQoKE8nLjH934mA_pb_x600.png,70.52080000000001,62.4404,정보 없음,71.8533,oaky,black fruit,earthy
590,Kokoro 2019,New Zealand,Waiheke Island,Te Motu,Red wine,Blend,https://images.vivino.com/thumbs/TMVJGwQoQCqwzEu904JLTA_150x200.jpg,72.2213,64.3236,17.9703,67.5272,oaky,black fruit,earthy
591,Pomerol 1994,France,Pomerol,Château Pétrus,Red wine,Blend,https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x600.png,78.1629,61.1454,24.2894,59.3465,oaky,earthy,black fruit
592,Morgon 2008,France,Morgon,Henry Fessy,Red wine,Gamay,https://images.vivino.com/thumbs/I4H5A9DoRgS0QB6zoon4SA_pb_x600.png,정보 없음,20.5394,12.572189999999999,92.5,red fruit,earthy,oaky
593,Nero d'Avola Sicilia 2004,Italy,Terre Siciliane,Piccini,Red wine,Nero d'Avola,https://images.vivino.com/thumbs/-CEnxVZnRsWaqgLSbQvI3g_pb_x600.png,85.7587,46.4886,39.6727,32.5161,black fruit,oaky,red fruit
594,Estate Grown Merlot 2001,United States,Napa Valley,Duckhorn,Red wine,Merlot,https://images.vivino.com/thumbs/7FAgnstFR3qTOLArkyEJYA_pb_x600.png,75.7994,29.4769,27.5689,17.999000000000002,oaky,black fruit,red fruit
595,Vitral Reserva Cabernet Sauvignon 2016,Chile,Maipo Valley,Viña Maipo,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/kuwKBgetQaSCKvnTKk4VDA_pb_x600.png,73.4805,53.9354,21.8226,51.6255,oaky,black fruit,red fruit
596,Saint-Julien (Grand Cru Classé) 1985,France,Saint-Julien,Château Léoville Las Cases,Red wine,Blend,https://images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png,69.6019,71.7182,15.88574,79.522,oaky,black fruit,earthy
597,Margaux (Grand Cru Classé) 2016,France,Margaux,Château Lascombes,Red wine,Blend,https://images.vivino.com/thumbs/aZzpef4FSYiJ8l5hJz7Hcg_pb_x600.png,70.49289999999999,70.61529999999999,15.86886,78.5843,oaky,black fruit,earthy
598,Vosne-Romanée 1er Cru Cros Parantoux 2018,France,Vosne-Romanée Premier Cru,Emmanuel Rouget,Red wine,Pinot Noir,https://images.vivino.com/thumbs/O5_m_kqSSjm20Jr_kDZWeg_pb_x600.png,54.7413,40.6043,33.363600000000005,73.9087,earthy,black fruit,oaky
599,Pinot Noir 2005,New Zealand,Central Otago,Gibbston Valley,Red wine,Pinot Noir,https://images.vivino.com/thumbs/jCr0goU5Q6uvazvSXsUg8g_pb_x600.png,34.1216,29.6691,13.59289,69.6486,red fruit,black fruit,earthy
600,Pinot Noir 2021,New Zealand,Central Otago,Gibbston Valley,Red wine,Pinot Noir,https://images.vivino.com/thumbs/jCr0goU5Q6uvazvSXsUg8g_pb_x600.png,34.1216,29.6691,13.59289,69.6486,red fruit,black fruit,earthy
601,Pinot Noir 2006,New Zealand,Central Otago,Gibbston Valley,Red wine,Pinot Noir,https://images.vivino.com/thumbs/jCr0goU5Q6uvazvSXsUg8g_pb_x600.png,34.1216,29.6691,13.59289,69.6486,red fruit,black fruit,earthy
602,Bordeaux Rouge 2010,France,Bordeaux,Croix Saint-Martin,Red wine,Blend,https://images.vivino.com/thumbs/B2gDtiPjRX-ZnZvFOd3shw_pb_x600.png,72.9454,70.7248,정보 없음,72.3729,red fruit,black fruit,oaky
603,Gotim Bru 2014,Spain,Costers del Segre,Castell del Remei,Red wine,Blend,https://images.vivino.com/thumbs/2acjsKy9TLi-91XoySpn8Q_pb_x600.png,69.0858,51.6701,22.0064,52.3981,oaky,red fruit,black fruit
604,Il Vino dal Tralcetto Montepulciano d'Abruzzo 2008,Italy,Montepulciano d'Abruzzo,Cantina Zaccagnini,Red wine,Montepulciano,https://images.vivino.com/thumbs/zOw8NoRXQ5OaeEFsvkRYHA_pb_x600.png,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
605,Yellow Label Merlot 2005,Australia,South Australia,Wolf Blass,Red wine,Merlot,https://images.vivino.com/thumbs/85k5_-8oTNyJr9m4ARpB8w_pb_x600.png,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
