index,wine_name,wine_country,wine_region,wine_winery,wine_type,wine_grape,wine_image,body,texture,sweetness,acidity,flavor1,flavor2,flavor3
1,Bordeaux Rouge 1961,France,Bordeaux,Mouton Cadet,Red wine,Blend,https://images.vivino.com/thumbs/UN_lNptVQHG8ER39M9tfaQ_pb_x600.png,67.16929999999999,60.8615,9.5681,67.0865,black fruit,oaky,
2,Côtes-du-Rhône Rouge 1993,France,Côtes-du-Rhône,E. Guigal,Red wine,Blend,https://images.vivino.com/thumbs/I0e3d01sQLumhbrSID4aEg_pb_x600.png,72.487,55.4876,13.64166,60.5118,black fruit,oaky,earthy
3,Pauillac (Premier Grand Cru Classé) 1954,France,Pauillac,Château Mouton Rothschild,Red wine,Blend,https://images.vivino.com/thumbs/XG8AqMR8QduChxrtx5pkKA_pb_x600.png,76.3609,77.6824,17.924799999999998,77.116,oaky,earthy,black fruit
4,Pauillac (Premier Grand Cru Classé) 1939,France,Pauillac,Château Mouton Rothschild,Red wine,Blend,https://images.vivino.com/thumbs/DNeQQKoHQCyq7BakiBm_zQ_pb_x600.png,76.3609,77.6824,17.924799999999998,77.116,oaky,earthy,black fruit
5,Memoro Rosso N.V.,Italy,Toscana,Piccini,Red wine,Blend,https://images.vivino.com/thumbs/eP9Wy_D8SeqfQCTK-fgOzA_pb_x600.png,55.9952,44.0048,25.4795,48.751,oaky,black fruit,red fruit
6,Portillo Malbec 2002,Argentina,Tunuyán,Salentein,Red wine,Malbec,https://images.vivino.com/thumbs/3ldxHsUCS9mRn4DgxAz4lw_pb_x600.png,62.8039,36.3738,29.7094,45.1029,black fruit,oaky,red fruit
7,Portillo Malbec 2004,Argentina,Tunuyán,Salentein,Red wine,Malbec,https://images.vivino.com/thumbs/3ldxHsUCS9mRn4DgxAz4lw_pb_x600.png,62.8039,36.3738,29.7094,45.1029,black fruit,oaky,red fruit
8,Château Margaux (Premier Grand Cru Classé) 1918,France,Margaux,Château Margaux,Red wine,Blend,https://images.vivino.com/thumbs/DygMHm5zSi2qXX6I0Hk90A_pb_x600.png,66.8281,70.55369999999999,15.21222,79.0102,earthy,oaky,black fruit
9,Château Margaux (Premier Grand Cru Classé) 1948,France,Margaux,Château Margaux,Red wine,Blend,https://images.vivino.com/thumbs/DygMHm5zSi2qXX6I0Hk90A_pb_x600.png,66.8281,70.55369999999999,15.21222,79.0102,earthy,oaky,black fruit
10,Saint-Julien (Grand Cru Classé) 1968,France,Saint-Julien,Château Talbot,Red wine,Blend,https://images.vivino.com/thumbs/9zhiQv6cR-SfUufc9_CK6w_pb_x600.png,69.9131,69.4897,14.84646,78.5774,oaky,black fruit,earthy
11,Saint-Julien (Grand Cru Classé) 1947,France,Saint-Julien,Château Talbot,Red wine,Blend,https://images.vivino.com/thumbs/9zhiQv6cR-SfUufc9_CK6w_pb_x600.png,69.9131,69.4897,14.84646,78.5774,oaky,black fruit,earthy
12,Cos d'Estournel 1948,France,Saint-Estèphe,Cos d'Estournel,Red wine,Blend,https://images.vivino.com/thumbs/7wKRbSVpRX6PcdqVn-gxDQ_pb_x600.png,79.8297,80.6315,16.69941,79.8744,oaky,earthy,black fruit
13,Villa Antinori Chianti Classico Riserva 1955,Italy,Chianti Classico,Antinori,Red wine,Sangiovese,https://images.vivino.com/thumbs/2ZPao0FaRc-Jg_3Y-3Hi8g_pb_x600.png,56.3377,63.2554,13.46801,70.1825,oaky,red fruit,earthy
14,Pessac-Léognan (Premier Grand Cru Classé) 1956,France,Pessac-Léognan,Château Haut-Brion,Red wine,Blend,https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_x600.png,76.9558,80.7098,16.79559,80.4792,earthy,oaky,black fruit
15,Pessac-Léognan (Premier Grand Cru Classé) 1931,France,Pessac-Léognan,Château Haut-Brion,Red wine,Blend,https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_x600.png,76.9558,80.7098,16.79559,80.4792,earthy,oaky,black fruit
16,Pessac-Léognan (Premier Grand Cru Classé) 1930,France,Pessac-Léognan,Château Haut-Brion,Red wine,Blend,https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_x600.png,76.9558,80.7098,16.79559,80.4792,earthy,oaky,black fruit
17,Pessac-Léognan (Premier Grand Cru Classé) 1933,France,Pessac-Léognan,Château Haut-Brion,Red wine,Blend,https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_x600.png,76.9558,80.7098,16.79559,80.4792,earthy,oaky,black fruit
18,Pauillac (Grand Cru Classé) 1935,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,Red wine,Blend,https://images.vivino.com/thumbs/qgA_WSpAQKaTOhacMaOI7Q_pb_x600.png,76.3106,77.2471,14.83112,78.678,oaky,black fruit,earthy
19,Pauillac (Premier Grand Cru Classé) 1937,France,Pauillac,Château Lafite Rothschild,Red wine,Blend,https://images.vivino.com/thumbs/uDMfPG10R1efm5H1do--Ow_pb_x600.png,74.4399,77.4167,17.11308,77.4219,oaky,earthy,black fruit
20,Grand Vin Pauillac (Premier Grand Cru Classé) 1954,France,Pauillac,Château Latour,Red wine,Blend,https://images.vivino.com/thumbs/4RHhCzeQTsCeyCScxO0LOw_pb_x600.png,77.9975,78.3069,16.91762,78.1447,oaky,earthy,black fruit
21,Saint-Julien (Grand Cru Classé) 1928,France,Saint-Julien,Château Gruaud Larose,Red wine,Blend,https://images.vivino.com/thumbs/9dJEcnU_RnecZTWYx0Kh3Q_pb_x600.png,69.4002,71.2367,15.30804,78.9121,oaky,earthy,black fruit
22,Saint-Julien (Grand Cru Classé) 1972,France,Saint-Julien,Château Gruaud Larose,Red wine,Blend,https://images.vivino.com/thumbs/9dJEcnU_RnecZTWYx0Kh3Q_pb_x600.png,69.4002,71.2367,15.30804,78.9121,oaky,earthy,black fruit
23,Pomerol 1951,France,Pomerol,Château Pétrus,Red wine,Blend,https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x600.png,78.1629,61.1454,24.2894,59.3465,oaky,earthy,black fruit
24,Pomerol 1963,France,Pomerol,Château Pétrus,Red wine,Blend,https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x600.png,78.1629,61.1454,24.2894,59.3465,oaky,earthy,black fruit
25,Pomerol 1968,France,Pomerol,Château Pétrus,Red wine,Blend,https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x600.png,78.1629,61.1454,24.2894,59.3465,oaky,earthy,black fruit
26,Haut-Médoc (Grand Cru Classé) 1959,France,Haut-Médoc,Château Cantemerle,Red wine,Blend,https://images.vivino.com/thumbs/-wgkyqqdSlale-QuBEu6Hg_pb_x600.png,79.7373,80.1828,14.03539,78.6584,black fruit,oaky,earthy
27,Haut-Médoc (Grand Cru Classé) 1974,France,Haut-Médoc,Château Cantemerle,Red wine,Blend,https://images.vivino.com/thumbs/-wgkyqqdSlale-QuBEu6Hg_pb_x600.png,79.7373,80.1828,14.03539,78.6584,black fruit,oaky,earthy
28,Haut-Médoc (Grand Cru Classé) 1949,France,Haut-Médoc,Château Cantemerle,Red wine,Blend,https://images.vivino.com/thumbs/-wgkyqqdSlale-QuBEu6Hg_pb_x600.png,79.7373,80.1828,14.03539,78.6584,black fruit,oaky,earthy
29,Haut-Médoc (Grand Cru Classé) 1991,France,Haut-Médoc,Château Cantemerle,Red wine,Blend,https://images.vivino.com/thumbs/-wgkyqqdSlale-QuBEu6Hg_pb_x600.png,79.7373,80.1828,14.03539,78.6584,black fruit,oaky,earthy
30,Pauillac (Grand Cru Classé) 1972,France,Pauillac,Château d'Armailhac,Red wine,Blend,https://images.vivino.com/thumbs/RExE6JgeSHCpr7yWC1YyZw_pb_x600.png,79.9042,79.2858,14.7521,79.2273,oaky,black fruit,earthy
31,Pauillac (Grand Cru Classé) 1975,France,Pauillac,Château d'Armailhac,Red wine,Blend,https://images.vivino.com/thumbs/RExE6JgeSHCpr7yWC1YyZw_pb_x600.png,79.9042,79.2858,14.7521,79.2273,oaky,black fruit,earthy
32,Saint-Julien (Grand Cru Classé) 1948,France,Saint-Julien,Château Léoville Las Cases,Red wine,Blend,https://images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png,69.6019,71.7182,15.88574,79.522,oaky,black fruit,earthy
33,Saint-Julien (Grand Cru Classé) 1968,France,Saint-Julien,Château Léoville Las Cases,Red wine,Blend,https://images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png,69.6019,71.7182,15.88574,79.522,oaky,black fruit,earthy
34,Malbec D.O.C. 2007,Argentina,Lujan de Cuyo,Bodega Norton,Red wine,Malbec,https://images.vivino.com/thumbs/dT2VjFXrSBKBNjVVM-ODrg_pb_x600.png,66.7579,44.5956,29.9974,45.6561,black fruit,oaky,red fruit
35,Pessac-Léognan (Grand Cru Classé) 1991,France,Pessac-Léognan,Château Smith Haut-Lafitte,Red wine,Blend,https://images.vivino.com/thumbs/LR-NqLwuSSiLeZMXUwRA9g_pb_x600.png,81.0226,81.4627,16.62769,80.5451,oaky,black fruit,earthy
36,Saint-Julien (Grand Cru Classé) 1947,France,Saint-Julien,Château Beychevelle,Red wine,Blend,https://images.vivino.com/thumbs/8co6iZt_TA2-Qe2guLjoug_pb_x600.png,70.1894,70.7483,14.582889999999999,79.3622,oaky,black fruit,earthy
37,Saint-Julien (Grand Cru Classé) 1928,France,Saint-Julien,Château Beychevelle,Red wine,Blend,https://images.vivino.com/thumbs/8co6iZt_TA2-Qe2guLjoug_pb_x600.png,70.1894,70.7483,14.582889999999999,79.3622,oaky,black fruit,earthy
38,Saint-Julien (Grand Cru Classé) 1959,France,Saint-Julien,Château Branaire-Ducru,Red wine,Blend,https://images.vivino.com/thumbs/39xrgSY8SxyRB7KPMxyhrw_pb_x600.png,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
39,Saint-Estèphe 1977,France,Saint-Estèphe,Château Haut-Marbuzet,Red wine,Blend,https://images.vivino.com/thumbs/gbS3MXGxTSe2CSad0bcueQ_pb_x600.png,80.4474,80.2104,16.45868,79.4636,oaky,black fruit,earthy
40,Saint-Émilion Grand Cru (Grand Cru Classé) 1967,France,Saint-Émilion Grand Cru,Château Fombrauge,Red wine,Blend,https://images.vivino.com/thumbs/lExy7CP7R_mDZX2-H-wjLA_pb_x600.png,80.9349,62.4038,14.961680000000001,59.2941,black fruit,oaky,earthy
41,Margaux (Grand Cru Classé) 1977,France,Margaux,Château Rauzan-Ségla,Red wine,Blend,https://images.vivino.com/thumbs/Gb2ViEV1Sy6_7YsmFM9iSw_pb_x600.png,68.1625,71.838,15.10458,79.3251,oaky,black fruit,earthy
42,Saint-Estèphe (Grand Cru Classé) 1979,France,Saint-Estèphe,Château Lafon-Rochet,Red wine,Blend,https://images.vivino.com/thumbs/e6-mvrRsRUmbJBro3h5FHA_pb_x600.png,81.4939,79.504,14.322980000000001,77.4365,black fruit,oaky,earthy
43,Saint-Estèphe (Grand Cru Classé) 1974,France,Saint-Estèphe,Château Lafon-Rochet,Red wine,Blend,https://images.vivino.com/thumbs/e6-mvrRsRUmbJBro3h5FHA_pb_x600.png,81.4939,79.504,14.322980000000001,77.4365,black fruit,oaky,earthy
44,Saint-Estèphe (Grand Cru Classé) 1991,France,Saint-Estèphe,Château Lafon-Rochet,Red wine,Blend,https://images.vivino.com/thumbs/e6-mvrRsRUmbJBro3h5FHA_pb_x600.png,81.4939,79.504,14.322980000000001,77.4365,black fruit,oaky,earthy
45,Haut-Médoc (3éme Grand Cru Classé en 1855) 1969,France,Haut-Médoc,Château La Lagune,Red wine,Blend,https://images.vivino.com/thumbs/5PmFq7XiRCWHNs2QL_A_8A_pb_x600.png,78.0759,78.9439,16.013840000000002,79.1715,oaky,black fruit,earthy
46,California Red Wine 2004,United States,California,Decoy,Red wine,Blend,https://images.vivino.com/thumbs/idf3P55pQoWQ35NLcORmMQ_pb_x600.png,91.9055,56.0276,17.19578,69.5728,oaky,black fruit,red fruit
47,Les Fiefs de Lagrange Saint-Julien 1985,France,Saint-Julien,Château Lagrange,Red wine,Blend,https://images.vivino.com/thumbs/kLeKZEYUQYmypON5eiZN0w_pb_x600.png,71.19120000000001,71.4837,15.146270000000001,79.5394,black fruit,oaky,earthy
48,Pauillac (Grand Cru Classé) 1987,France,Pauillac,Château Lynch-Moussas,Red wine,Blend,https://images.vivino.com/thumbs/GU9wZtYgS8qsy89bdIQJqQ_pb_x600.png,80.5211,79.0796,12.7035,79.6605,oaky,black fruit,earthy
49,Haut-Médoc (Grand Cru Classé) 1937,France,Haut-Médoc,Château de Camensac,Red wine,Blend,https://images.vivino.com/thumbs/UjZRUXPMRMqgBAqVE3ktag_pb_x600.png,79.0019,79.002,12.63611,78.4808,oaky,black fruit,earthy
50,Merlot 2004,Chile,Central Valley,Gato Negro,Red wine,Merlot,https://images.vivino.com/thumbs/2uu0p469R9aWdmiWIPR3pw_pb_x600.png,68.38210000000001,25.643,24.3539,24.4917,black fruit,oaky,red fruit
51,Original Merlot 2004,France,Pays d'Oc,JP. Chenet,Red wine,Merlot,https://images.vivino.com/thumbs/gCKTXl7wR4-33IMSM_EI3A_pb_x600.png,63.5118,51.555,21.8962,59.8073,black fruit,oaky,red fruit
52,Médoc 1975,France,Médoc,Château La Tour de By,Red wine,Blend,https://images.vivino.com/thumbs/EteUSLEcQ0adm4N8u-vszg_pb_x600.png,78.261,78.835,12.55773,77.5878,oaky,black fruit,earthy
53,Margaux (Grand Cru Classé) 1987,France,Margaux,Château Malescot St. Exupery,Red wine,Blend,https://images.vivino.com/thumbs/FLhGFvXxSb6bRfebuha08g_pb_x600.png,70.5591,70.4092,14.926919999999999,79.9317,oaky,black fruit,earthy
54,Pessac-Léognan 1976,France,Pessac-Léognan,Château Carbonnieux,Red wine,Blend,https://images.vivino.com/thumbs/TpUIiQRSR1iU1PCZFKx_SQ_pb_x600.png,81.1357,85.2888,13.39784,80.1428,oaky,earthy,black fruit
55,Pessac-Léognan 1975,France,Pessac-Léognan,Château Carbonnieux,Red wine,Blend,https://images.vivino.com/thumbs/TpUIiQRSR1iU1PCZFKx_SQ_pb_x600.png,81.1357,85.2888,13.39784,80.1428,oaky,earthy,black fruit
56,La Segreta Il Rosso 2003,Italy,Sicilia,Planeta,Red wine,Blend,https://images.vivino.com/thumbs/NT-07g4xSGalq9xvsjdLDw_pb_x600.png,82.154,50.4237,30.1483,41.9941,red fruit,earthy,oaky
57,Pessac-Léognan (Grand Cru Classé de Graves) 1966,France,Pessac-Léognan,Château Malartic-Lagravière,Red wine,Blend,https://images.vivino.com/thumbs/SAxd2cupQp-wpc404etm1w_pb_x600.png,79.8468,81.8831,17.13836,80.1873,black fruit,oaky,earthy
58,Carmenère Limited Edition 2005,Chile,Maipo Valley,Perez Cruz,Red wine,Carménère,https://images.vivino.com/thumbs/tlEGOp5NQqqmTAyjtliFZg_pb_x600.png,77.61,43.0933,23.1791,48.5561,oaky,black fruit,earthy
59,Pessac-Léognan 1976,France,Pessac-Léognan,Château La Louvière,Red wine,Blend,https://images.vivino.com/thumbs/s8MbGOeBTXm2XBFo8pm2ww_pb_x600.png,80.1777,81.7625,13.83615,80.3232,oaky,earthy,black fruit
60,Pessac-Léognan 1966,France,Pessac-Léognan,Château La Louvière,Red wine,Blend,https://images.vivino.com/thumbs/s8MbGOeBTXm2XBFo8pm2ww_pb_x600.png,80.1777,81.7625,13.83615,80.3232,oaky,earthy,black fruit
61,Proprietary Red 2021,United States,Napa Valley,Paraduxx,Red wine,Blend,https://images.vivino.com/thumbs/vlT903EeRi2hZwoFY2gYIQ_pb_x600.png,92.5,58.3629,15.69027,69.2322,oaky,black fruit,red fruit
62,Reserva Carmenère (Cachapoal Estate) 2002,Chile,Cachapoal Valley,Santa Carolina,Red wine,Carménère,https://images.vivino.com/thumbs/rY7wI5FLQC-YxIFNPQYnxg_pb_x600.png,77.1601,40.9615,19.2134,47.8951,oaky,black fruit,earthy
63,Carruades de Lafite Pauillac 1950,France,Pauillac,Château Lafite Rothschild,Red wine,Blend,https://images.vivino.com/thumbs/_gwLcTisRmW0oD3P4K_SrQ_pb_x600.png,79.0396,75.4109,15.56461,77.6844,oaky,earthy,black fruit
64,Tenuta Valleselle Ripa Magna Corvina 2006,Italy,Verona,Tinazzi,Red wine,Corvina,https://images.vivino.com/thumbs/nlXzwmKsSQCCks_gDMsyjw_pb_x600.png,71.5902,47.8185,27.6962,37.7,oaky,black fruit,red fruit
65,Malbec Reserva 2005,Argentina,Mendoza,Kaiken,Red wine,Malbec,https://images.vivino.com/thumbs/mxgvSUsVRoG1Nm_umd6wYQ_pb_x600.png,73.5868,30.2539,23.6525,39.6731,oaky,black fruit,earthy
66,Chianti Classico 2002,Italy,Chianti Classico,Carpineto,Red wine,Sangiovese,https://images.vivino.com/thumbs/OA0qfBwHSc-9eVXxmpvVRg_pb_x600.png,52.7976,64.9265,9.27542,71.1739,red fruit,oaky,earthy
67,Pauillac (Grand Cru Classé) 1987,France,Pauillac,Château Grand-Puy Ducasse,Red wine,Blend,https://images.vivino.com/thumbs/-Mdz6SqMQ_KdGeVo45sfkg_pb_x600.png,80.1214,82.1584,13.64647,79.5849,oaky,black fruit,earthy
68,Pauillac (Grand Cru Classé) 1972,France,Pauillac,Château Haut-Batailley,Red wine,Blend,https://images.vivino.com/thumbs/mgHpssGDSzKzJPtXy0yE0w_pb_x600.png,79.673,79.5929,13.631219999999999,79.5629,oaky,black fruit,earthy
69,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1977,France,Saint-Émilion Grand Cru,Château Canon,Red wine,Blend,https://images.vivino.com/thumbs/NSpHd5etSwCy5MD7AvintA_pb_x600.png,78.0862,61.7482,17.28934,59.5557,oaky,black fruit,earthy
70,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1955,France,Saint-Émilion Grand Cru,Château Canon,Red wine,Blend,https://images.vivino.com/thumbs/NSpHd5etSwCy5MD7AvintA_pb_x600.png,78.0862,61.7482,17.28934,59.5557,oaky,black fruit,earthy
71,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1947,France,Saint-Émilion Grand Cru,Château Canon,Red wine,Blend,https://images.vivino.com/thumbs/NSpHd5etSwCy5MD7AvintA_pb_x600.png,78.0862,61.7482,17.28934,59.5557,oaky,black fruit,earthy
72,Sedàra 2021,Italy,Sicilia,Donnafugata,Red wine,Nero d'Avola,https://images.vivino.com/thumbs/s9HJ0KkoQk-UZ-YbXGHL5g_pb_x600.png,83.9246,50.6561,31.5477,39.2889,red fruit,black fruit,oaky
73,Les Forts de Latour Pauillac 1971,France,Pauillac,Château Latour,Red wine,Blend,https://images.vivino.com/thumbs/iPJbOceNQRKoP-yIA0dNJA_pb_x600.png,79.4019,77.1514,16.391,78.929,black fruit,oaky,earthy
74,Liano Sangiovese - Cabernet Sauvignon 2002,Italy,Rubicone,Umberto Cesari,Red wine,Blend,https://images.vivino.com/thumbs/OR-8hp06TI-_v69Op0GcsA_pb_x600.png,68.0626,44.1123,22.1637,39.4185,oaky,black fruit,red fruit
75,Pomerol 1966,France,Pomerol,Château Gazin,Red wine,Blend,https://images.vivino.com/thumbs/4fTn5zJRTAWUdX9cnng2NQ_pb_x600.png,80.5395,63.7967,16.540869999999998,60.0527,oaky,black fruit,earthy
76,Pomerol 1980,France,Pomerol,Château Gazin,Red wine,Blend,https://images.vivino.com/thumbs/4fTn5zJRTAWUdX9cnng2NQ_pb_x600.png,80.5395,63.7967,16.540869999999998,60.0527,oaky,black fruit,earthy
77,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1961,France,Saint-Émilion Grand Cru,Château Canon-La-Gaffelière,Red wine,Blend,https://images.vivino.com/thumbs/Pof15E7-TdygYduO6SSZlA_pb_x600.png,80.0868,61.5802,20.458399999999997,57.594,oaky,black fruit,earthy
78,Saint-Estèphe 1987,France,Saint-Estèphe,Château Beau-Site,Red wine,Blend,https://images.vivino.com/thumbs/ri3Zw3gqQuCZWgzgVfu5cg_pb_x600.png,83.2502,80.7668,11.923960000000001,79.8837,earthy,oaky,black fruit
79,Margaux 1976,France,Margaux,Château Siran,Red wine,Blend,https://images.vivino.com/thumbs/Sprm3QDrSfiYQWTyhQQMNw_pb_x600.png,71.2654,71.2864,12.46821,79.2326,oaky,black fruit,earthy
80,Margaux (Grand Cru Classé) 1966,France,Margaux,Château Durfort-Vivens,Red wine,Blend,https://images.vivino.com/thumbs/UsMB8NgIS-iHuMAmrjNUCA_pb_x600.png,70.52850000000001,70.6704,12.36963,79.5381,black fruit,oaky,earthy
81,Montepulciano D'Abruzzo 2003,Italy,Montepulciano d'Abruzzo,Zonin,Red wine,Montepulciano,https://images.vivino.com/thumbs/bKPrvvYmT7Wy2EYhAVRixQ_pb_x600.png,43.2431,49.0103,8.455575,71.481,red fruit,oaky,black fruit
82,Sangiovese Riserva 2002,Italy,Sangiovese di Romagna,Umberto Cesari,Red wine,Blend,https://images.vivino.com/thumbs/M8ZcvCZTTNSDD_uo0GjfOw_pb_x600.png,66.4991,48.2138,18.8933,42.8871,oaky,red fruit,earthy
83,Pomerol 1928,France,Pomerol,Vieux Château Certan,Red wine,Blend,https://images.vivino.com/thumbs/D1WLInX3TW6raI_WKZ25fA_pb_x600.png,77.8431,60.7013,16.87243,59.659,oaky,earthy,black fruit
84,Pomerol 1984,France,Pomerol,Vieux Château Certan,Red wine,Blend,https://images.vivino.com/thumbs/D1WLInX3TW6raI_WKZ25fA_pb_x600.png,77.8431,60.7013,16.87243,59.659,oaky,earthy,black fruit
85,Pomerol 1977,France,Pomerol,Vieux Château Certan,Red wine,Blend,https://images.vivino.com/thumbs/D1WLInX3TW6raI_WKZ25fA_pb_x600.png,77.8431,60.7013,16.87243,59.659,oaky,earthy,black fruit
86,Wetmore Vineyard Cabernet Sauvignon 2004,United States,Livermore Valley,Wente Vineyards,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/TpnhUrgzQZKtNVYi8fdwYg_pb_x600.png,92.5,58.3432,16.37517,50.5348,oaky,black fruit,red fruit
87,Saint-Émilion Grand Cru (Grand Cru Classé) 1982,France,Saint-Émilion Grand Cru,Château de Ferrand,Red wine,Blend,https://images.vivino.com/thumbs/HrZ5DQCATZGusNH_E53XDg_pb_x600.png,81.3751,66.8175,12.84636,61.7106,oaky,black fruit,earthy
88,Saint-Émilion Grand Cru (Grand Cru Classé) 1986,France,Saint-Émilion Grand Cru,Château de Ferrand,Red wine,Blend,https://images.vivino.com/thumbs/HrZ5DQCATZGusNH_E53XDg_pb_x600.png,81.3751,66.8175,12.84636,61.7106,oaky,black fruit,earthy
89,Pomerol 1970,France,Pomerol,Château La Pointe,Red wine,Blend,https://images.vivino.com/thumbs/KvJpZHxNTpasAAyN5pWioQ_pb_x600.png,80.8352,62.3613,17.10569,60.5791,oaky,black fruit,earthy
90,Pomerol 1966,France,Pomerol,Château l'Évangile,Red wine,Blend,https://images.vivino.com/thumbs/_abY0tGKQnC6mdcJAo0wcQ_pb_x600.png,78.4554,61.6775,17.17012,59.3591,oaky,black fruit,earthy
91,Pomerol 1967,France,Pomerol,Château l'Évangile,Red wine,Blend,https://images.vivino.com/thumbs/_abY0tGKQnC6mdcJAo0wcQ_pb_x600.png,78.4554,61.6775,17.17012,59.3591,oaky,black fruit,earthy
92,Malbec 2014,Argentina,Mendoza,Luigi Bosca,Red wine,Malbec,https://images.vivino.com/thumbs/F7zv69HZS9OHt0UPrc6GRQ_pb_x600.png,70.78540000000001,39.7001,28.0643,43.454,oaky,black fruit,red fruit
93,Beyer Ranch Zinfandel 2002,United States,California,Wente Vineyards,Red wine,Zinfandel,https://images.vivino.com/thumbs/ESynVmOtRPuIDcsnjyuLzA_pb_x600.png,91.9219,36.5843,41.916,21.8519,oaky,red fruit,black fruit
94,Pomerol 1980,France,Pomerol,Château Nénin,Red wine,Blend,https://images.vivino.com/thumbs/S12Dd7tGSKCGktjgUPoatw_pb_x600.png,78.9013,62.6641,14.81032,62.5186,oaky,black fruit,earthy
95,Pomerol 1976,France,Pomerol,Château Nénin,Red wine,Blend,https://images.vivino.com/thumbs/S12Dd7tGSKCGktjgUPoatw_pb_x600.png,78.9013,62.6641,14.81032,62.5186,oaky,black fruit,earthy
96,Pomerol 1967,France,Pomerol,Château Nénin,Red wine,Blend,https://images.vivino.com/thumbs/S12Dd7tGSKCGktjgUPoatw_pb_x600.png,78.9013,62.6641,14.81032,62.5186,oaky,black fruit,earthy
97,Estate Pinot Noir 2007,United States,Willamette Valley,Elk Cove,Red wine,Pinot Noir,https://images.vivino.com/thumbs/hud8ApVXTuKfzVi8xBUqOw_pb_x600.png,30.2553,28.2034,11.942820000000001,71.2303,red fruit,oaky,earthy
98,Cabernet Sauvignon Aged in Bourbon Barrels 2016,United States,California,Vint by Robert Mondavi Private Selection,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/ydGlnqLaT6iwhJjuLFEDEA_pb_x600.png,92.5,59.1775,20.2305,49.9445,oaky,black fruit,earthy
99,Gran Reserva Cabernet Sauvignon 2005,Chile,Maipo Valley,Indomita,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/zYxNkFs_TKuJOl5AqZklMw_pb_x600.png,76.1124,54.9006,18.7309,50.9481,black fruit,oaky,earthy
100,Zinfandel Sonoma Heritage Vines 2001,United States,Dry Creek Valley,Rancho Zabaco,Red wine,Zinfandel,https://images.vivino.com/thumbs/5AjqDwQkRA-54eKujP1I8Q_pb_x600.png,92.5,38.036,40.6714,19.904400000000003,black fruit,oaky,red fruit
101,Bannockburn Pinot Noir 2023,New Zealand,Bannockburn,Felton Road,Red wine,Pinot Noir,https://images.vivino.com/thumbs/fkOCknZhTRa9_Qw1TMg0Qw_pb_x600.png,32.348600000000005,28.9853,18.351399999999998,69.3929,red fruit,earthy,oaky
102,Estate Grown Cabernet Sauvignon 2020,United States,Red Hills Lake County,Obsidian Ridge,Red wine,Cabernet Sauvignon,https://images.vivino.com/thumbs/dcjYfqq2QmmtqLBBrn9eyg_pb_x600.png,92.5,65.1029,11.93598,52.0055,oaky,black fruit,earthy
103,Founders' Estate Merlot 2004,United States,California,Beringer,Red wine,Merlot,https://images.vivino.com/thumbs/Kdx7dD8ST3OaC8PlooNEnQ_pb_x600.png,73.1619,27.8845,27.3448,18.7839,black fruit,oaky,red fruit
104,Médoc 1994,France,Médoc,Château Patache d'Aux,Red wine,Blend,https://images.vivino.com/thumbs/7A4to778Q2mPPJx5djKDUw_pb_x600.png,80.534,78.3286,14.06881,76.7936,black fruit,oaky,earthy
105,Limited Selection Pinot Noir 2006,Chile,Casablanca Valley,Montes,Red wine,Pinot Noir,https://images.vivino.com/thumbs/wBdRuqb4RCaOVqferX__Lg_pb_x600.png,47.9974,11.99822,14.76697,55.2321,red fruit,oaky,earthy
106,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 1978,France,Pessac-Léognan,Château Haut-Brion,Red wine,Blend,https://images.vivino.com/thumbs/YSmFivppSEaffbiXmlmGUA_pb_x600.png,79.5985,80.2772,13.590209999999999,80.1606,oaky,black fruit,earthy
107,Carrascal 2002,Argentina,Mendoza,Weinert,Red wine,Blend,https://images.vivino.com/thumbs/89pOMYaASpOa-35qg_syog_pb_x600.png,92.5,64.5543,21.4379,70.9726,oaky,black fruit,earthy
108,Carrascal 2000,Argentina,Mendoza,Weinert,Red wine,Blend,https://images.vivino.com/thumbs/89pOMYaASpOa-35qg_syog_pb_x600.png,92.5,64.5543,21.4379,70.9726,oaky,black fruit,earthy
